city_name,latitude,longitude,date,temp_max,temp_min,temp_avg,precipitation,humidity,wind_speed,ingestion_timestamp,data_source
Medellín,6.2518,-75.5636,2025-05-20,33.859263381792644,20.794033588213175,23.126495074954892,0.20827054803138592,69.18430879323434,4.975775911381354,2025-06-01T16:08:53.460305,sample_data
Medellín,6.2518,-75.5636,2025-05-21,31.320428244742487,20.626961315946083,26.237052051376732,1.2644475539505677,72.21943782239683,5.424765537494134,2025-06-01T16:08:53.460311,sample_data
Medellín,6.2518,-75.5636,2025-05-22,24.367157912394106,21.31569323396234,22.31337045539948,2.6000998326815923,53.703456485810314,0.0,2025-06-01T16:08:53.460315,sample_data
Medellín,6.2518,-75.5636,2025-05-23,30.21128413677,23.208765808278354,25.80156643088458,0.7444618973104632,86.66330368451077,7.179512559761879,2025-06-01T16:08:53.460322,sample_data
Medellín,6.2518,-75.5636,2025-05-24,31.99443681940071,21.692460677665117,22.879110134001863,4.55012474054321,80.26281356196186,7.280430173351652,2025-06-01T16:08:53.460326,sample_data
Medellín,6.2518,-75.5636,2025-05-25,26.80751404719708,17.128754087728744,25.896667582371286,0.6189506573606168,82.10978620983683,9.74241060510612,2025-06-01T16:08:53.460331,sample_data
Medellín,6.2518,-75.5636,2025-05-26,28.266391461831475,20.749727104642858,23.088208756326345,3.749537870536608,53.331122956861975,6.867479095344231,2025-06-01T16:08:53.460335,sample_data
Medellín,6.2518,-75.5636,2025-05-27,26.694320595316658,22.281437622822626,22.67031411261005,1.8828567107994,62.592671004937735,9.030714861761105,2025-06-01T16:08:53.460340,sample_data
Medellín,6.2518,-75.5636,2025-05-28,28.847628404038943,17.848204738991306,23.572471156204514,1.282486981808471,90.52125276676543,3.4735341819904617,2025-06-01T16:08:53.460344,sample_data
Medellín,6.2518,-75.5636,2025-05-29,27.340770773298956,20.028402330059976,24.903807744675586,7.256737472809168,89.971823741317,2.531963852928035,2025-06-01T16:08:53.460348,sample_data
Cali,3.4516,-76.532,2025-05-20,33.373032325496894,19.167520980310307,26.755800018378512,0.7852006686855113,90.06013487104255,6.22276918548083,2025-06-01T16:08:53.460361,sample_data
Cali,3.4516,-76.532,2025-05-21,33.817388468456755,21.492650127120186,26.257638845401253,12.926230436285648,71.80609002520407,10.542035198996834,2025-06-01T16:08:53.460366,sample_data
Cali,3.4516,-76.532,2025-05-22,36.0521609634975,22.664708305295502,28.505322491648307,0.7426600469038791,28.883701811675635,5.197206988588054,2025-06-01T16:08:53.460370,sample_data
Cali,3.4516,-76.532,2025-05-23,31.576317952077197,21.260893498137364,28.37029845795382,2.7394926361182397,71.13447735092522,12.71734628489215,2025-06-01T16:08:53.460407,sample_data
Cali,3.4516,-76.532,2025-05-24,32.853537958783434,24.95176116808878,25.597023930301983,9.465382938676917,88.38841085330253,7.085487342986823,2025-06-01T16:08:53.460413,sample_data
Cali,3.4516,-76.532,2025-05-25,28.467193046254337,24.33478285636824,26.290506713502058,5.214304885061425,64.37043101826696,15.504616511271507,2025-06-01T16:08:53.460418,sample_data
Cali,3.4516,-76.532,2025-05-26,25.955593587445204,23.443050663725405,27.243291378824715,0.009082242240385344,83.24852364851749,10.842285175996746,2025-06-01T16:08:53.460423,sample_data
Cali,3.4516,-76.532,2025-05-27,30.83581135954948,23.191160975719345,25.806701546921545,0.9186262190161285,80.27826595568979,1.9314532776640672,2025-06-01T16:08:53.460428,sample_data
Cali,3.4516,-76.532,2025-05-28,35.976966550152284,26.50658205557752,25.034614058316848,0.8571461474047104,98.56813212949459,14.127429361596775,2025-06-01T16:08:53.460432,sample_data
Cali,3.4516,-76.532,2025-05-29,27.64304290964308,16.870198459199255,28.259432510163528,2.416017999488773,74.67196252136478,16.05185355919385,2025-06-01T16:08:53.460436,sample_data
Cartagena,10.391,-75.4794,2025-05-20,36.29334959950917,26.60481598378268,30.57150122862474,1.5006838664442865,72.6078132513789,20.22444112753677,2025-06-01T16:08:53.460451,sample_data
Cartagena,10.391,-75.4794,2025-05-21,34.63203961993164,26.049268072683965,35.03158411972178,8.27450297267993,100.230459898042,7.165016525725271,2025-06-01T16:08:53.460456,sample_data
Cartagena,10.391,-75.4794,2025-05-22,35.286516739069384,23.953224730347756,33.19502473655263,6.81403303035427,64.38162288814932,10.8305059965339,2025-06-01T16:08:53.460460,sample_data
Cartagena,10.391,-75.4794,2025-05-23,30.117556803135876,28.946695554960908,30.74218391676547,10.373149672550444,83.40844119868436,1.6304846872796404,2025-06-01T16:08:53.460466,sample_data
Cartagena,10.391,-75.4794,2025-05-24,37.181013766493564,24.066410518669095,31.90347014408665,1.825007137464568,75.64425549529822,15.879610903275882,2025-06-01T16:08:53.460471,sample_data
Cartagena,10.391,-75.4794,2025-05-25,37.18209218051025,26.89264646950919,32.85410358545906,10.048353326636883,76.81543771222267,7.519796228888611,2025-06-01T16:08:53.460476,sample_data
Cartagena,10.391,-75.4794,2025-05-26,28.425338765055038,25.113990887598902,28.99653189570353,17.908219511389436,80.47144545930969,6.611037496812404,2025-06-01T16:08:53.460480,sample_data
Cartagena,10.391,-75.4794,2025-05-27,35.4243077620962,23.296627027685,32.105911475341614,0.1552390672756612,84.57262527444948,7.108008136115109,2025-06-01T16:08:53.460484,sample_data
Cartagena,10.391,-75.4794,2025-05-28,34.41658134561739,32.668015077795836,33.593672054667636,6.093148410579622,77.68508120098002,14.887900905996855,2025-06-01T16:08:53.460488,sample_data
Cartagena,10.391,-75.4794,2025-05-29,36.67935150513817,28.835469021857783,25.496207836413035,8.994617970047882,54.48305694829823,13.425131154595984,2025-06-01T16:08:53.460492,sample_data
Barranquilla,10.9639,-74.7964,2025-05-20,38.192214918350814,23.252470559111995,29.770009349231533,5.214909725088578,83.0379881518441,13.522397390813403,2025-06-01T16:08:53.460520,sample_data
Barranquilla,10.9639,-74.7964,2025-05-21,38.328323768059526,31.52549590340896,28.628980468051733,0.08268626115506598,73.22951341257424,8.45274708667272,2025-06-01T16:08:53.460526,sample_data
Barranquilla,10.9639,-74.7964,2025-05-22,32.791791143570094,27.385624923815634,29.51916689233463,3.6805477008953265,93.29395466445925,7.923303178462115,2025-06-01T16:08:53.460531,sample_data
Barranquilla,10.9639,-74.7964,2025-05-23,36.45715170717099,27.033684697140085,29.257562043090424,4.880708533903692,76.97428672023331,11.639897945453964,2025-06-01T16:08:53.460536,sample_data
Barranquilla,10.9639,-74.7964,2025-05-24,38.29362858112079,26.952643493196607,34.59383852899008,0.9121291180370155,45.55508151805233,13.280330790057143,2025-06-01T16:08:53.460540,sample_data
Barranquilla,10.9639,-74.7964,2025-05-25,35.90583497179058,27.350419018627925,31.53673774448859,1.2268826217741078,81.88215595578542,7.312953093027614,2025-06-01T16:08:53.460544,sample_data
Barranquilla,10.9639,-74.7964,2025-05-26,32.12193750976923,27.811706398980167,30.114481220150093,6.892488179899544,88.78175470837263,13.650099832269213,2025-06-01T16:08:53.460548,sample_data
Barranquilla,10.9639,-74.7964,2025-05-27,35.38256528840243,27.359634798932365,32.38387725510932,0.679470027235536,85.20768956616948,16.74752768704844,2025-06-01T16:08:53.460552,sample_data
Barranquilla,10.9639,-74.7964,2025-05-28,37.76504703565701,26.99740997778653,32.98880979731895,8.709558339295683,71.28737100914996,13.056834328471389,2025-06-01T16:08:53.460557,sample_data
Barranquilla,10.9639,-74.7964,2025-05-29,35.11031945656959,29.734987454500413,28.737929119490353,11.155056365655266,54.55791920452651,7.518832694956091,2025-06-01T16:08:53.460561,sample_data
